,datum,sat,stanica,smjer vjetra,brzina vjetra (m/s),pritisak (hPa),temp.(°C),rel.vlažnost (%),kol.padavina (mm)
14,10.02.2021.,11:00,Sarajevo,W,2.2,931.2,12.1,54,
14,10.02.2021.,12:00,Sarajevo,SW,2.4,930.8,12.7,52,
14,10.02.2021.,12:00,Sarajevo,SW,2.4,930.8,12.7,52,
14,10.02.2021.,12:00,Sarajevo,SW,2.4,930.8,12.7,52,
14,10.02.2021.,12:00,Sarajevo,SW,2.4,930.8,12.7,52,
14,10.02.2021.,13:00,Sarajevo,SW,2.5,930.2,12.0,55,
14,10.02.2021.,13:00,Sarajevo,SW,2.5,930.2,12.0,55,
14,10.02.2021.,13:00,Sarajevo,SW,2.5,930.2,12.0,55,
14,10.02.2021.,13:00,Sarajevo,SW,2.5,930.2,12.0,55,
14,10.02.2021.,14:00,Sarajevo,WSW,2.2,929.5,11.9,57,
14,10.02.2021.,14:00,Sarajevo,WSW,2.2,929.5,11.9,57,
14,10.02.2021.,14:00,Sarajevo,WSW,2.2,929.5,11.9,57,
14,10.02.2021.,22:00,Sarajevo,E,2.6,927.8,7.4,87,2.8
14,11.02.2021.,06:00,Sarajevo,ESE,1.4,930.2,4.6,90,0.8
14,11.02.2021.,06:00,Sarajevo,ESE,1.4,930.2,4.6,90,0.8
14,11.02.2021.,06:00,Sarajevo,ESE,1.4,930.2,4.6,90,0.8
14,11.02.2021.,08:00,Sarajevo,W,1.8,932.5,4.3,83,0.7
14,11.02.2021.,08:00,Sarajevo,W,1.8,932.5,4.3,83,0.7
14,11.02.2021.,08:00,Sarajevo,W,1.8,932.5,4.3,83,0.7
14,11.02.2021.,08:00,Sarajevo,W,1.8,932.5,4.3,83,0.7
14,11.02.2021.,08:00,Sarajevo,W,1.8,932.5,4.3,83,0.7
14,11.02.2021.,08:00,Sarajevo,W,1.8,932.5,4.3,83,0.7
14,11.02.2021.,08:00,Sarajevo,W,1.8,932.5,4.3,83,0.7
14,11.02.2021.,08:00,Sarajevo,W,1.8,932.5,4.3,83,0.7
14,11.02.2021.,10:00,Sarajevo,NW,2.6,936.8,0.9,89,
14,11.02.2021.,10:00,Sarajevo,NW,2.6,936.8,0.9,89,
14,11.02.2021.,10:00,Sarajevo,NW,2.6,936.8,0.9,89,
14,11.02.2021.,10:00,Sarajevo,NW,2.6,936.8,0.9,89,
14,11.02.2021.,11:00,Sarajevo,NNW,2.9,937.9,0.5,78,0.2
14,11.02.2021.,11:00,Sarajevo,NNW,2.9,937.9,0.5,78,0.2
14,11.02.2021.,11:00,Sarajevo,NNW,2.9,937.9,0.5,78,0.2
14,11.02.2021.,11:00,Sarajevo,NNW,2.9,937.9,0.5,78,0.2
14,11.02.2021.,12:00,Sarajevo,NNW,3.6,938.5,0.2,72,
14,11.02.2021.,12:00,Sarajevo,NNW,3.6,938.5,0.2,72,
14,11.02.2021.,12:00,Sarajevo,NNW,3.6,938.5,0.2,72,
14,11.02.2021.,12:00,Sarajevo,NNW,3.6,938.5,0.2,72,
14,11.02.2021.,13:00,Sarajevo,NW,2.8,939.1,-0.1,73,
14,11.02.2021.,13:00,Sarajevo,NW,2.8,939.1,-0.1,73,
14,11.02.2021.,13:00,Sarajevo,NW,2.8,939.1,-0.1,73,
14,11.02.2021.,13:00,Sarajevo,NW,2.8,939.1,-0.1,73,
14,11.02.2021.,14:00,Sarajevo,WNW,1.5,939.4,-0.1,72,
14,11.02.2021.,14:00,Sarajevo,WNW,1.5,939.4,-0.1,72,
14,11.02.2021.,14:00,Sarajevo,WNW,1.5,939.4,-0.1,72,
14,11.02.2021.,14:00,Sarajevo,WNW,1.5,939.4,-0.1,72,
14,11.02.2021.,15:00,Sarajevo,W,1.4,940.0,0.1,74,
14,11.02.2021.,15:00,Sarajevo,W,1.4,940.0,0.1,74,
14,11.02.2021.,15:00,Sarajevo,W,1.4,940.0,0.1,74,
14,11.02.2021.,15:00,Sarajevo,W,1.4,940.0,0.1,74,
14,11.02.2021.,16:00,Sarajevo,W,2.0,940.6,-0.1,73,
14,11.02.2021.,16:00,Sarajevo,W,2.0,940.6,-0.1,73,
14,12.02.2021.,07:00,Sarajevo,NW,1.9,950.1,-7.0,54,
14,12.02.2021.,07:00,Sarajevo,NW,1.9,950.1,-7.0,54,
14,12.02.2021.,08:00,Sarajevo,NW,1.6,950.6,-6.8,64,
14,12.02.2021.,08:00,Sarajevo,NW,1.6,950.6,-6.8,64,
14,12.02.2021.,08:00,Sarajevo,NW,1.6,950.6,-6.8,64,
14,12.02.2021.,08:00,Sarajevo,NW,1.6,950.6,-6.8,64,
14,12.02.2021.,09:00,Sarajevo,W,1.1,950.4,-6.3,59,
14,12.02.2021.,09:00,Sarajevo,W,1.1,950.4,-6.3,59,
14,13.02.2021.,16:00,Sarajevo,ENE,3.6,952.0,-7.2,52,
14,15.02.2021.,07:00,Sarajevo,WSW,0.9,958.5,-7.6,77,
14,15.02.2021.,07:00,Sarajevo,WSW,0.9,958.5,-7.6,77,
14,15.02.2021.,08:00,Sarajevo,ESE,1.1,959.0,-5.2,70,
14,15.02.2021.,08:00,Sarajevo,ESE,1.1,959.0,-5.2,70,
14,15.02.2021.,08:00,Sarajevo,ESE,1.1,959.0,-5.2,70,
14,15.02.2021.,08:00,Sarajevo,ESE,1.1,959.0,-5.2,70,
14,15.02.2021.,09:00,Sarajevo,SSW,1.0,959.0,-2.8,56,
14,15.02.2021.,09:00,Sarajevo,SSW,1.0,959.0,-2.8,56,
14,15.02.2021.,09:00,Sarajevo,SSW,1.0,959.0,-2.8,56,
14,15.02.2021.,09:00,Sarajevo,SSW,1.0,959.0,-2.8,56,
14,15.02.2021.,10:00,Sarajevo,WSW,1.2,959.0,-1.5,48,
14,15.02.2021.,10:00,Sarajevo,WSW,1.2,959.0,-1.5,48,
14,15.02.2021.,10:00,Sarajevo,WSW,1.2,959.0,-1.5,48,
14,15.02.2021.,10:00,Sarajevo,WSW,1.2,959.0,-1.5,48,
14,15.02.2021.,11:00,Sarajevo,W,1.3,959.0,-0.4,40,
14,15.02.2021.,11:00,Sarajevo,W,1.3,959.0,-0.4,40,
14,15.02.2021.,11:00,Sarajevo,W,1.3,959.0,-0.4,40,
14,15.02.2021.,11:00,Sarajevo,W,1.3,959.0,-0.4,40,
14,15.02.2021.,12:00,Sarajevo,WNW,1.3,958.2,1.4,36,
14,15.02.2021.,12:00,Sarajevo,WNW,1.3,958.2,1.4,36,
14,15.02.2021.,12:00,Sarajevo,WNW,1.3,958.2,1.4,36,
14,15.02.2021.,12:00,Sarajevo,WNW,1.3,958.2,1.4,36,
14,15.02.2021.,13:00,Sarajevo,SW,1.6,957.6,1.4,34,
14,15.02.2021.,13:00,Sarajevo,SW,1.6,957.6,1.4,34,
14,15.02.2021.,13:00,Sarajevo,SW,1.6,957.6,1.4,34,
14,15.02.2021.,13:00,Sarajevo,SW,1.6,957.6,1.4,34,
14,15.02.2021.,14:00,Sarajevo,WSW,1.7,956.8,2.3,32,
14,15.02.2021.,14:00,Sarajevo,WSW,1.7,956.8,2.3,32,
14,15.02.2021.,14:00,Sarajevo,WSW,1.7,956.8,2.3,32,
14,15.02.2021.,14:00,Sarajevo,WSW,1.7,956.8,2.3,32,
14,15.02.2021.,15:00,Sarajevo,W,1.7,956.2,3.7,26,
14,15.02.2021.,15:00,Sarajevo,W,1.7,956.2,3.7,26,
14,16.02.2021.,07:00,Sarajevo,ESE,2.1,951.9,-7.1,66,
14,16.02.2021.,07:00,Sarajevo,ESE,2.1,951.9,-7.1,66,
14,16.02.2021.,07:00,Sarajevo,ESE,2.1,951.9,-7.1,66,
14,16.02.2021.,08:00,Sarajevo,S,0.8,951.6,-6.5,69,
14,16.02.2021.,08:00,Sarajevo,S,0.8,951.6,-6.5,69,
14,16.02.2021.,08:00,Sarajevo,S,0.8,951.6,-6.5,69,
14,16.02.2021.,08:00,Sarajevo,S,0.8,951.6,-6.5,69,
14,16.02.2021.,09:00,Sarajevo,SE,0.7,951.4,-5.2,64,
14,16.02.2021.,09:00,Sarajevo,SE,0.7,951.4,-5.2,64,
14,16.02.2021.,09:00,Sarajevo,SE,0.7,951.4,-5.2,64,
14,16.02.2021.,09:00,Sarajevo,SE,0.7,951.4,-5.2,64,
14,16.02.2021.,10:00,Sarajevo,WSW,0.8,951.4,-3.1,57,
14,16.02.2021.,10:00,Sarajevo,WSW,0.8,951.4,-3.1,57,
14,16.02.2021.,10:00,Sarajevo,WSW,0.8,951.4,-3.1,57,
14,16.02.2021.,10:00,Sarajevo,WSW,0.8,951.4,-3.1,57,
14,16.02.2021.,11:00,Sarajevo,WSW,0.9,950.9,-0.1,45,
14,16.02.2021.,11:00,Sarajevo,WSW,0.9,950.9,-0.1,45,
14,16.02.2021.,11:00,Sarajevo,WSW,0.9,950.9,-0.1,45,
14,16.02.2021.,11:00,Sarajevo,WSW,0.9,950.9,-0.1,45,
14,16.02.2021.,12:00,Sarajevo,WSW,1.1,950.3,3.0,34,
14,16.02.2021.,12:00,Sarajevo,WSW,1.1,950.3,3.0,34,
14,16.02.2021.,12:00,Sarajevo,WSW,1.1,950.3,3.0,34,
14,16.02.2021.,12:00,Sarajevo,WSW,1.1,950.3,3.0,34,
14,16.02.2021.,13:00,Sarajevo,W,1.0,949.3,4.4,29,
14,16.02.2021.,13:00,Sarajevo,W,1.0,949.3,4.4,29,
14,16.02.2021.,13:00,Sarajevo,W,1.0,949.3,4.4,29,
14,16.02.2021.,13:00,Sarajevo,W,1.0,949.3,4.4,29,
14,16.02.2021.,14:00,Sarajevo,W,1.0,948.7,5.7,26,
14,16.02.2021.,14:00,Sarajevo,W,1.0,948.7,5.7,26,
14,16.02.2021.,14:00,Sarajevo,W,1.0,948.7,5.7,26,
14,16.02.2021.,14:00,Sarajevo,W,1.0,948.7,5.7,26,
14,16.02.2021.,15:00,Sarajevo,W,1.0,948.3,8.2,21,
14,16.02.2021.,15:00,Sarajevo,W,1.0,948.3,8.2,21,
14,16.02.2021.,15:00,Sarajevo,W,1.0,948.3,8.2,21,
14,16.02.2021.,15:00,Sarajevo,W,1.0,948.3,8.2,21,
14,16.02.2021.,18:00,Sarajevo,SSE,0.7,948.0,2.3,39,
14,17.02.2021.,07:00,Sarajevo,SSE,0.8,944.2,-2.2,73,
14,17.02.2021.,07:00,Sarajevo,SSE,0.8,944.2,-2.2,73,
14,17.02.2021.,08:00,Sarajevo,E,2.7,944.2,0.9,63,
14,17.02.2021.,08:00,Sarajevo,E,2.7,944.2,0.9,63,
14,17.02.2021.,08:00,Sarajevo,E,2.7,944.2,0.9,63,
14,17.02.2021.,08:00,Sarajevo,E,2.7,944.2,0.9,63,
14,17.02.2021.,09:00,Sarajevo,SSE,1.1,944.3,2.2,58,
14,17.02.2021.,09:00,Sarajevo,SSE,1.1,944.3,2.2,58,
14,17.02.2021.,09:00,Sarajevo,SSE,1.1,944.3,2.2,58,
14,17.02.2021.,09:00,Sarajevo,SSE,1.1,944.3,2.2,58,
14,17.02.2021.,10:00,Sarajevo,S,0.9,944.3,6.1,45,
14,17.02.2021.,10:00,Sarajevo,S,0.9,944.3,6.1,45,
14,17.02.2021.,10:00,Sarajevo,S,0.9,944.3,6.1,45,
14,17.02.2021.,10:00,Sarajevo,S,0.9,944.3,6.1,45,
14,17.02.2021.,11:00,Sarajevo,W,1.1,944.2,7.4,39,
14,17.02.2021.,11:00,Sarajevo,W,1.1,944.2,7.4,39,
14,17.02.2021.,11:00,Sarajevo,W,1.1,944.2,7.4,39,
14,17.02.2021.,11:00,Sarajevo,W,1.1,944.2,7.4,39,
14,17.02.2021.,12:00,Sarajevo,W,1.7,944.3,8.7,37,
14,17.02.2021.,12:00,Sarajevo,W,1.7,944.3,8.7,37,
14,17.02.2021.,12:00,Sarajevo,W,1.7,944.3,8.7,37,
14,17.02.2021.,12:00,Sarajevo,W,1.7,944.3,8.7,37,
14,17.02.2021.,13:00,Sarajevo,WNW,1.9,944.7,8.7,36,
14,17.02.2021.,13:00,Sarajevo,WNW,1.9,944.7,8.7,36,
14,17.02.2021.,13:00,Sarajevo,WNW,1.9,944.7,8.7,36,
14,17.02.2021.,13:00,Sarajevo,WNW,1.9,944.7,8.7,36,
14,17.02.2021.,14:00,Sarajevo,NW,1.1,944.6,8.9,36,
14,17.02.2021.,14:00,Sarajevo,NW,1.1,944.6,8.9,36,
14,17.02.2021.,14:00,Sarajevo,NW,1.1,944.6,8.9,36,
14,17.02.2021.,14:00,Sarajevo,NW,1.1,944.6,8.9,36,
14,,16:00,Sarajevo,NW,1.0,945.0,7.5,42,
14,,16:00,Sarajevo,NW,1.0,945.0,7.5,42,
14,,16:00,Sarajevo,NW,1.0,945.0,7.5,42,
14,,17:00,Sarajevo,ENE,2.3,946.1,6.4,66,0.1
14,,17:00,Sarajevo,ENE,2.3,946.1,6.4,66,0.1
14,,17:00,Sarajevo,ENE,2.3,946.1,6.4,66,0.1
14,,07:00,Sarajevo,WNW,0.5,948.4,1.5,95,
14,,07:00,Sarajevo,WNW,0.5,948.4,1.5,95,
14,,08:00,Sarajevo,S,0.6,948.9,1.6,95,
14,,08:00,Sarajevo,S,0.6,948.9,1.6,95,
14,19.02.2021.,07:00,Sarajevo,WSW,0.7,949.3,-1.6,96,
14,19.02.2021.,07:00,Sarajevo,WSW,0.7,949.3,-1.6,96,
14,19.02.2021.,08:00,Sarajevo,ESE,0.5,949.8,-0.9,97,
14,19.02.2021.,08:00,Sarajevo,ESE,0.5,949.8,-0.9,97,
14,19.02.2021.,08:00,Sarajevo,ESE,0.5,949.8,-0.9,97,
14,19.02.2021.,08:00,Sarajevo,ESE,0.5,949.8,-0.9,97,
14,19.02.2021.,09:00,Sarajevo,W,0.8,950.2,-0.4,95,
14,19.02.2021.,09:00,Sarajevo,W,0.8,950.2,-0.4,95,
14,19.02.2021.,09:00,Sarajevo,W,0.8,950.2,-0.4,95,
14,19.02.2021.,09:00,Sarajevo,W,0.8,950.2,-0.4,95,
14,19.02.2021.,10:00,Sarajevo,SSE,0.8,950.2,1.4,93,
14,19.02.2021.,10:00,Sarajevo,SSE,0.8,950.2,1.4,93,
14,19.02.2021.,10:00,Sarajevo,SSE,0.8,950.2,1.4,93,
14,19.02.2021.,10:00,Sarajevo,SSE,0.8,950.2,1.4,93,
14,19.02.2021.,11:00,Sarajevo,WSW,0.7,950.0,3.5,80,
14,19.02.2021.,11:00,Sarajevo,WSW,0.7,950.0,3.5,80,
14,19.02.2021.,11:00,Sarajevo,WSW,0.7,950.0,3.5,80,
14,19.02.2021.,11:00,Sarajevo,WSW,0.7,950.0,3.5,80,
14,19.02.2021.,12:00,Sarajevo,WSW,0.7,949.5,4.8,73,
14,19.02.2021.,12:00,Sarajevo,WSW,0.7,949.5,4.8,73,
14,19.02.2021.,12:00,Sarajevo,WSW,0.7,949.5,4.8,73,
14,19.02.2021.,12:00,Sarajevo,WSW,0.7,949.5,4.8,73,
14,19.02.2021.,13:00,Sarajevo,WSW,0.7,949.5,6.5,69,
14,19.02.2021.,13:00,Sarajevo,WSW,0.7,949.5,6.5,69,
14,19.02.2021.,13:00,Sarajevo,WSW,0.7,949.5,6.5,69,
14,19.02.2021.,13:00,Sarajevo,WSW,0.7,949.5,6.5,69,
14,19.02.2021.,14:00,Sarajevo,SW,0.7,949.1,8.3,64,
14,19.02.2021.,14:00,Sarajevo,SW,0.7,949.1,8.3,64,
14,19.02.2021.,14:00,Sarajevo,SW,0.7,949.1,8.3,64,
14,19.02.2021.,14:00,Sarajevo,SW,0.7,949.1,8.3,64,
14,19.02.2021.,15:00,Sarajevo,W,0.8,948.9,8.9,59,
14,20.02.2021.,07:00,Sarajevo,SE,0.6,949.7,4.6,81,
14,20.02.2021.,08:00,Sarajevo,ESE,0.6,950.1,5.3,80,
14,20.02.2021.,08:00,Sarajevo,ESE,0.6,950.1,5.3,80,
14,20.02.2021.,08:00,Sarajevo,ESE,0.6,950.1,5.3,80,
14,20.02.2021.,08:00,Sarajevo,ESE,0.6,950.1,5.3,80,
14,20.02.2021.,09:00,Sarajevo,S,0.4,950.2,6.8,77,
14,20.02.2021.,09:00,Sarajevo,S,0.4,950.2,6.8,77,
14,20.02.2021.,09:00,Sarajevo,S,0.4,950.2,6.8,77,
14,20.02.2021.,09:00,Sarajevo,S,0.4,950.2,6.8,77,
14,20.02.2021.,10:00,Sarajevo,WSW,0.6,950.3,8.8,65,
14,20.02.2021.,10:00,Sarajevo,WSW,0.6,950.3,8.8,65,
14,20.02.2021.,10:00,Sarajevo,WSW,0.6,950.3,8.8,65,
14,20.02.2021.,10:00,Sarajevo,WSW,0.6,950.3,8.8,65,
14,20.02.2021.,11:00,Sarajevo,W,0.9,950.3,10.5,55,
14,20.02.2021.,11:00,Sarajevo,W,0.9,950.3,10.5,55,
14,20.02.2021.,11:00,Sarajevo,W,0.9,950.3,10.5,55,
14,20.02.2021.,11:00,Sarajevo,W,0.9,950.3,10.5,55,
14,20.02.2021.,12:00,Sarajevo,WNW,1.0,950.0,10.5,57,
14,20.02.2021.,12:00,Sarajevo,WNW,1.0,950.0,10.5,57,
14,20.02.2021.,12:00,Sarajevo,WNW,1.0,950.0,10.5,57,
14,20.02.2021.,12:00,Sarajevo,WNW,1.0,950.0,10.5,57,
14,20.02.2021.,13:00,Sarajevo,WSW,0.8,949.8,11.0,54,
14,20.02.2021.,13:00,Sarajevo,WSW,0.8,949.8,11.0,54,
14,20.02.2021.,13:00,Sarajevo,WSW,0.8,949.8,11.0,54,
14,22.02.2021.,05:00,Sarajevo,ESE,4.6,954.0,1.4,78,
14,22.02.2021.,05:00,Sarajevo,ESE,4.6,954.0,1.4,78,
14,22.02.2021.,05:00,Sarajevo,ESE,4.6,954.0,1.4,78,
14,22.02.2021.,16:00,Sarajevo,WSW,1.1,953.2,19.0,23,
14,22.02.2021.,17:00,Sarajevo,SW,1.1,953.6,15.5,30,
14,23.02.2021.,02:00,Sarajevo,ESE,3.5,957.0,2.6,68,
14,23.02.2021.,02:00,Sarajevo,ESE,3.5,957.0,2.6,68,
14,24.02.2021.,10:00,Sarajevo,S,0.8,962.0,9.5,47,
14,24.02.2021.,10:00,Sarajevo,S,0.8,962.0,9.5,47,
14,24.02.2021.,10:00,Sarajevo,S,0.8,962.0,9.5,47,
14,24.02.2021.,10:00,Sarajevo,S,0.8,962.0,9.5,47,
14,24.02.2021.,11:00,Sarajevo,WSW,1.1,961.6,11.6,41,
14,24.02.2021.,11:00,Sarajevo,WSW,1.1,961.6,11.6,41,
14,24.02.2021.,11:00,Sarajevo,WSW,1.1,961.6,11.6,41,
14,24.02.2021.,11:00,Sarajevo,WSW,1.1,961.6,11.6,41,
14,24.02.2021.,12:00,Sarajevo,W,1.2,960.6,13.3,40,
14,24.02.2021.,12:00,Sarajevo,W,1.2,960.6,13.3,40,
14,24.02.2021.,12:00,Sarajevo,W,1.2,960.6,13.3,40,
14,24.02.2021.,12:00,Sarajevo,W,1.2,960.6,13.3,40,
14,24.02.2021.,13:00,Sarajevo,WSW,1.4,959.8,15.2,35,
14,24.02.2021.,13:00,Sarajevo,WSW,1.4,959.8,15.2,35,
14,24.02.2021.,13:00,Sarajevo,WSW,1.4,959.8,15.2,35,
14,24.02.2021.,18:00,Sarajevo,ESE,1.0,959.2,11.8,51,
14,24.02.2021.,18:00,Sarajevo,ESE,1.0,959.2,11.8,51,
14,24.02.2021.,19:00,Sarajevo,SE,1.6,959.4,10.4,51,
14,24.02.2021.,19:00,Sarajevo,SE,1.6,959.4,10.4,51,
14,24.02.2021.,19:00,Sarajevo,SE,1.6,959.4,10.4,51,
14,24.02.2021.,19:00,Sarajevo,SE,1.6,959.4,10.4,51,
14,24.02.2021.,19:00,Sarajevo,SE,1.6,959.4,10.4,51,
14,24.02.2021.,20:00,Sarajevo,ESE,2.4,959.4,10.2,49,
14,24.02.2021.,20:00,Sarajevo,ESE,2.4,959.4,10.2,49,
14,25.02.2021.,11:00,Sarajevo,WSW,0.9,958.5,13.7,40,
14,25.02.2021.,11:00,Sarajevo,WSW,0.9,958.5,13.7,40,
14,25.02.2021.,12:00,Sarajevo,SW,1.1,957.7,16.3,34,
14,25.02.2021.,16:00,Sarajevo,ESE,3.7,955.2,19.3,26,
14,25.02.2021.,16:00,Sarajevo,ESE,3.7,955.2,19.3,26,
14,25.02.2021.,16:00,Sarajevo,ESE,3.7,955.2,19.3,26,
14,26.02.2021.,16:00,Sarajevo,WNW,2.1,949.7,20.7,24,
14,26.02.2021.,17:00,Sarajevo,WNW,1.2,949.4,18.3,28,
14,26.02.2021.,19:00,Sarajevo,ESE,2.5,949.4,13.1,41,
14,27.02.2021.,15:00,Sarajevo,N,2.3,952.0,10.9,53,
14,27.02.2021.,15:00,Sarajevo,N,2.3,952.0,10.9,53,
14,27.02.2021.,16:00,Sarajevo,NE,2.2,952.2,9.8,52,
14,27.02.2021.,16:00,Sarajevo,NE,2.2,952.2,9.8,52,
14,,16:00,Sarajevo,WNW,1.5,953.0,13.3,30,
14,,18:00,Sarajevo,E,3.2,954.8,7.0,47,
14,,18:00,Sarajevo,E,3.2,954.8,7.0,47,
14,,18:00,Sarajevo,E,3.2,954.8,7.0,47,
14,,18:00,Sarajevo,E,3.2,954.8,7.0,47,
14,,19:00,Sarajevo,ENE,1.8,955.6,5.9,53,
14,,08:00,Sarajevo,ESE,3.0,959.0,2.1,67,
14,,08:00,Sarajevo,ESE,3.0,959.0,2.1,67,
14,,08:00,Sarajevo,ESE,3.0,959.0,2.1,67,
14,,08:00,Sarajevo,ESE,3.0,959.0,2.1,67,
14,,09:00,Sarajevo,SSE,1.0,959.2,5.5,56,
14,,09:00,Sarajevo,SSE,1.0,959.2,5.5,56,
14,,09:00,Sarajevo,SSE,1.0,959.2,5.5,56,
14,,09:00,Sarajevo,SSE,1.0,959.2,5.5,56,
14,,10:00,Sarajevo,WSW,1.2,959.1,7.6,48,
14,,10:00,Sarajevo,WSW,1.2,959.1,7.6,48,
14,,10:00,Sarajevo,WSW,1.2,959.1,7.6,48,
14,,10:00,Sarajevo,WSW,1.2,959.1,7.6,48,
14,,11:00,Sarajevo,W,1.4,959.1,9.0,43,
14,,11:00,Sarajevo,W,1.4,959.1,9.0,43,
14,,11:00,Sarajevo,W,1.4,959.1,9.0,43,
14,,11:00,Sarajevo,W,1.4,959.1,9.0,43,
14,,12:00,Sarajevo,WSW,1.4,958.4,10.8,39,
14,,12:00,Sarajevo,WSW,1.4,958.4,10.8,39,
14,,08:00,Sarajevo,ESE,3.3,957.7,1.7,61,
14,,08:00,Sarajevo,ESE,3.3,957.7,1.7,61,
14,,08:00,Sarajevo,ESE,3.3,957.7,1.7,61,
14,,08:00,Sarajevo,ESE,3.3,957.7,1.7,61,
14,,09:00,Sarajevo,S,1.3,957.3,5.8,53,
14,,09:00,Sarajevo,S,1.3,957.3,5.8,53,
14,,09:00,Sarajevo,S,1.3,957.3,5.8,53,
14,,09:00,Sarajevo,S,1.3,957.3,5.8,53,
14,,10:00,Sarajevo,WSW,1.1,956.9,7.9,46,
14,,10:00,Sarajevo,WSW,1.1,956.9,7.9,46,
14,,10:00,Sarajevo,WSW,1.1,956.9,7.9,46,
14,,10:00,Sarajevo,WSW,1.1,956.9,7.9,46,
14,,11:00,Sarajevo,SW,1.1,956.2,10.8,38,
14,,11:00,Sarajevo,SW,1.1,956.2,10.8,38,
14,,11:00,Sarajevo,SW,1.1,956.2,10.8,38,
14,,11:00,Sarajevo,SW,1.1,956.2,10.8,38,
14,,12:00,Sarajevo,WSW,1.1,955.3,13.6,30,
14,,12:00,Sarajevo,WSW,1.1,955.3,13.6,30,
14,,12:00,Sarajevo,WSW,1.1,955.3,13.6,30,
14,,12:00,Sarajevo,WSW,1.1,955.3,13.6,30,
14,,13:00,Sarajevo,WSW,1.2,954.1,15.9,28,
14,,13:00,Sarajevo,WSW,1.2,954.1,15.9,28,
14,,13:00,Sarajevo,WSW,1.2,954.1,15.9,28,
14,,13:00,Sarajevo,WSW,1.2,954.1,15.9,28,
14,,14:00,Sarajevo,WSW,1.2,953.4,18.3,24,
14,,14:00,Sarajevo,WSW,1.2,953.4,18.3,24,
14,,14:00,Sarajevo,WSW,1.2,953.4,18.3,24,
14,,14:00,Sarajevo,WSW,1.2,953.4,18.3,24,
14,,15:00,Sarajevo,WSW,1.3,952.7,20.1,20,
14,04.03.2021.,07:00,Sarajevo,ESE,3.9,949.0,1.3,53,
14,04.03.2021.,08:00,Sarajevo,ESE,5.2,948.9,3.9,43,
14,04.03.2021.,08:00,Sarajevo,ESE,5.2,948.9,3.9,43,
14,04.03.2021.,08:00,Sarajevo,ESE,5.2,948.9,3.9,43,
14,04.03.2021.,08:00,Sarajevo,ESE,5.2,948.9,3.9,43,
14,04.03.2021.,09:00,Sarajevo,ESE,1.8,948.4,7.9,37,
14,04.03.2021.,09:00,Sarajevo,ESE,1.8,948.4,7.9,37,
14,04.03.2021.,09:00,Sarajevo,ESE,1.8,948.4,7.9,37,
14,04.03.2021.,09:00,Sarajevo,ESE,1.8,948.4,7.9,37,
14,04.03.2021.,10:00,Sarajevo,SSE,1.0,947.8,12.3,28,
14,04.03.2021.,10:00,Sarajevo,SSE,1.0,947.8,12.3,28,
14,04.03.2021.,10:00,Sarajevo,SSE,1.0,947.8,12.3,28,
14,04.03.2021.,10:00,Sarajevo,SSE,1.0,947.8,12.3,28,
14,04.03.2021.,11:00,Sarajevo,W,1.4,947.0,14.3,23,
14,04.03.2021.,11:00,Sarajevo,W,1.4,947.0,14.3,23,
14,04.03.2021.,11:00,Sarajevo,W,1.4,947.0,14.3,23,
14,04.03.2021.,11:00,Sarajevo,W,1.4,947.0,14.3,23,
14,04.03.2021.,12:00,Sarajevo,W,1.4,946.0,17.1,15,
14,04.03.2021.,12:00,Sarajevo,W,1.4,946.0,17.1,15,
14,04.03.2021.,12:00,Sarajevo,W,1.4,946.0,17.1,15,
14,04.03.2021.,12:00,Sarajevo,W,1.4,946.0,17.1,15,
14,04.03.2021.,13:00,Sarajevo,WSW,2.3,945.0,18.2,9,
14,04.03.2021.,13:00,Sarajevo,WSW,2.3,945.0,18.2,9,
14,04.03.2021.,13:00,Sarajevo,WSW,2.3,945.0,18.2,9,
14,04.03.2021.,13:00,Sarajevo,WSW,2.3,945.0,18.2,9,
14,04.03.2021.,14:00,Sarajevo,W,2.2,944.0,19.3,9,
14,04.03.2021.,14:00,Sarajevo,W,2.2,944.0,19.3,9,
14,04.03.2021.,14:00,Sarajevo,W,2.2,944.0,19.3,9,
14,04.03.2021.,14:00,Sarajevo,W,2.2,944.0,19.3,9,
14,04.03.2021.,15:00,Sarajevo,WNW,3.0,943.7,19.0,11,
14,04.03.2021.,15:00,Sarajevo,WNW,3.0,943.7,19.0,11,
14,04.03.2021.,20:00,Sarajevo,NW,1.3,944.2,9.1,26,
14,05.03.2021.,07:00,Sarajevo,ESE,0.8,942.6,1.8,55,
14,05.03.2021.,07:00,Sarajevo,ESE,0.8,942.6,1.8,55,
14,05.03.2021.,07:00,Sarajevo,ESE,0.8,942.6,1.8,55,
14,05.03.2021.,08:00,Sarajevo,WSW,1.0,942.7,4.5,52,
14,05.03.2021.,08:00,Sarajevo,WSW,1.0,942.7,4.5,52,
14,05.03.2021.,08:00,Sarajevo,WSW,1.0,942.7,4.5,52,
14,05.03.2021.,08:00,Sarajevo,WSW,1.0,942.7,4.5,52,
14,05.03.2021.,09:00,Sarajevo,WNW,1.0,942.5,9.8,38,
14,05.03.2021.,09:00,Sarajevo,WNW,1.0,942.5,9.8,38,
14,05.03.2021.,09:00,Sarajevo,WNW,1.0,942.5,9.8,38,
14,05.03.2021.,09:00,Sarajevo,WNW,1.0,942.5,9.8,38,
